Data,Reservatorio,Ni­vel,Precipitacao,Vazao,Cota Real,Cota area Volume,Vazao Defluente
2022-05-25 12:30:00,UHE ITIRA,0.43,0,72.16,,,
2022-05-25 21:30:00,UHE ITIRA,0.43,0,72.16,,,
2022-05-26 10:00:00,UHE ITIRA,0.44,0,73.61,,,
2022-05-26 22:30:00,UHE ITIRA,0.42,0,70.72,,,
2022-05-27 05:00:00,UHE ITIRA,0.42,0,70.72,,,
2022-05-27 14:00:00,UHE ITIRA,0.43,0,72.16,,,
2022-05-28 02:30:00,UHE ITIRA,0.42,0,70.72,,,
2022-05-29 04:30:00,UHE ITIRA,0.43,0,72.16,,,
2022-05-29 14:00:00,UHE ITIRA,0.43,0,72.16,,,
2022-06-04 21:30:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-04 22:00:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-04 22:30:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-04 23:00:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-04 23:30:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-05 00:00:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-05 00:30:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-05 01:00:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-05 01:30:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-05 02:00:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-05 02:30:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-05 03:00:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-05 03:30:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-05 04:00:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-05 04:30:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-05 05:00:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-05 05:30:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-05 06:00:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-05 06:30:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-05 07:00:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-05 07:30:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-05 08:00:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-05 08:30:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-05 09:00:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-05 09:30:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-05 10:00:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-05 10:30:00,UHE CORONEL MURTA,1.46,0,99.22,,,
2022-06-05 11:00:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-05 11:30:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-05 12:00:00,UHE CORONEL MURTA,1.48,0,101.63,,,
2022-06-05 12:30:00,UHE CORONEL MURTA,1.48,0,101.63,,,
2022-06-05 13:00:00,UHE CORONEL MURTA,1.48,0,101.63,,,
2022-06-05 13:30:00,UHE CORONEL MURTA,1.48,0,101.63,,,
2022-06-05 14:00:00,UHE CORONEL MURTA,1.49,0,102.84,,,
2022-06-05 14:30:00,UHE CORONEL MURTA,1.49,0,102.84,,,
2022-06-05 15:00:00,UHE CORONEL MURTA,1.49,0,102.84,,,
2022-06-05 15:30:00,UHE CORONEL MURTA,1.48,0,101.63,,,
2022-06-05 16:00:00,UHE CORONEL MURTA,1.48,0,101.63,,,
2022-06-05 16:30:00,UHE CORONEL MURTA,1.48,0,101.63,,,
2022-06-05 17:00:00,UHE CORONEL MURTA,1.48,0,101.63,,,
2022-06-05 17:30:00,UHE CORONEL MURTA,1.48,0,101.63,,,
2022-06-05 18:00:00,UHE CORONEL MURTA,1.48,0,101.63,,,
2022-06-05 18:30:00,UHE CORONEL MURTA,1.48,0,101.63,,,
2022-06-05 19:00:00,UHE CORONEL MURTA,1.48,0,101.63,,,
2022-06-05 19:30:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-05 20:00:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-05 20:30:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-05 21:00:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-05 21:30:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-05 22:00:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-05 22:30:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-05 23:00:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-05 23:30:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-06 00:00:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-06 00:30:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-06 01:00:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-06 01:30:00,UHE CORONEL MURTA,1.48,0,101.63,,,
2022-06-06 02:00:00,UHE CORONEL MURTA,1.48,0,101.63,,,
2022-06-06 02:30:00,UHE CORONEL MURTA,1.48,0,101.63,,,
2022-06-06 03:00:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-06 03:30:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-06 04:00:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-06 04:30:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-06 05:00:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-06 05:30:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-06 06:00:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-06 06:30:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-06 07:00:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-06 07:30:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-06 08:00:00,UHE CORONEL MURTA,1.47,0,100.42,,,
2022-06-04 21:30:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-04 22:00:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-04 22:30:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-04 23:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-04 23:30:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-05 00:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-05 00:30:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-05 01:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-05 01:30:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-05 02:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-05 02:30:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-05 03:00:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-05 03:30:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-05 04:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-05 04:30:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-05 05:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-05 05:30:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-05 06:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-05 06:30:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-05 07:00:00,UHE ARAÇUAI,0.72,0,24.91,,,
2022-06-05 07:30:00,UHE ARAÇUAI,0.72,0,24.91,,,
2022-06-05 08:00:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-05 08:30:00,UHE ARAÇUAI,0.72,0,24.91,,,
2022-06-05 09:00:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-05 09:30:00,UHE ARAÇUAI,0.72,0,24.91,,,
2022-06-05 10:00:00,UHE ARAÇUAI,0.72,0,24.91,,,
2022-06-05 10:30:00,UHE ARAÇUAI,0.72,0,24.91,,,
2022-06-05 11:00:00,UHE ARAÇUAI,0.72,0,24.91,,,
2022-06-05 11:30:00,UHE ARAÇUAI,0.72,0,24.91,,,
2022-06-05 12:00:00,UHE ARAÇUAI,0.72,0,24.91,,,
2022-06-05 12:30:00,UHE ARAÇUAI,0.72,0,24.91,,,
2022-06-05 13:00:00,UHE ARAÇUAI,0.72,0,24.91,,,
2022-06-05 13:30:00,UHE ARAÇUAI,0.72,0,24.91,,,
2022-06-05 14:00:00,UHE ARAÇUAI,0.72,0,24.91,,,
2022-06-05 14:30:00,UHE ARAÇUAI,0.72,0,24.91,,,
2022-06-05 15:00:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-05 15:30:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-05 16:00:00,UHE ARAÇUAI,0.72,0,24.91,,,
2022-06-05 16:30:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-05 17:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-05 17:30:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-05 18:00:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-05 18:30:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-05 19:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-05 19:30:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-05 20:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-05 20:30:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-05 21:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-05 21:30:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-05 22:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-05 22:30:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 09:00:00,UHE CORONEL MURTA,1.39,0,91.02,,,
2022-06-06 09:30:00,UHE CORONEL MURTA,1.4,0,92.17,,,
2022-06-06 10:00:00,UHE CORONEL MURTA,1.41,0,93.33,,,
2022-06-06 10:30:00,UHE CORONEL MURTA,1.41,0,93.33,,,
2022-06-06 11:00:00,UHE CORONEL MURTA,1.41,0,93.33,,,
2022-06-06 11:30:00,UHE CORONEL MURTA,1.41,0,93.33,,,
2022-06-06 12:00:00,UHE CORONEL MURTA,1.41,0,93.33,,,
2022-06-06 12:30:00,UHE CORONEL MURTA,1.42,0,94.49,,,
2022-06-06 13:00:00,UHE CORONEL MURTA,1.42,0,94.49,,,
2022-06-06 13:30:00,UHE CORONEL MURTA,1.42,0,94.49,,,
2022-06-06 14:00:00,UHE CORONEL MURTA,1.42,0,94.49,,,
2022-06-06 14:30:00,UHE CORONEL MURTA,1.42,0,94.49,,,
2022-06-06 15:00:00,UHE CORONEL MURTA,1.39,0,91.02,,,
2022-06-06 15:30:00,UHE CORONEL MURTA,1.39,0,91.02,,,
2022-06-06 16:00:00,UHE CORONEL MURTA,1.39,0,91.02,,,
2022-06-06 16:30:00,UHE CORONEL MURTA,1.39,0,91.02,,,
2022-06-06 17:00:00,UHE CORONEL MURTA,1.39,0,91.02,,,
2022-06-06 18:00:00,UHE CORONEL MURTA,1.39,0,91.02,,,
2022-06-06 18:30:00,UHE CORONEL MURTA,1.39,0,91.02,,,
2022-06-06 19:00:00,UHE CORONEL MURTA,1.39,0,91.02,,,
2022-06-06 19:30:00,UHE CORONEL MURTA,1.39,0,91.02,,,
2022-06-06 20:00:00,UHE CORONEL MURTA,1.4,0,92.17,,,
2022-06-06 20:30:00,UHE CORONEL MURTA,1.4,0,92.17,,,
2022-06-05 23:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-05 23:30:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 00:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 00:30:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 01:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 01:30:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 02:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 02:30:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 03:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 03:30:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 04:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 04:30:00,UHE ARAÇUAI,0.69,0,23,,,
2022-06-06 05:00:00,UHE ARAÇUAI,0.69,0,23,,,
2022-06-06 05:30:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 06:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 06:30:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 07:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 07:30:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 08:00:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-04 21:30:00,UHE ITAPEBI BARRAMENTO,109.43,0,,109.43,1612.45,
2022-06-04 22:00:00,UHE ITAPEBI BARRAMENTO,109.44,0,,109.44,1613.02,42
2022-06-04 22:30:00,UHE ITAPEBI BARRAMENTO,109.43,0,,109.43,1612.45,
2022-06-04 23:00:00,UHE ITAPEBI BARRAMENTO,109.44,0,,109.44,1613.02,39
2022-06-04 23:30:00,UHE ITAPEBI BARRAMENTO,109.43,0,,109.43,1612.45,
2022-06-05 00:00:00,UHE ITAPEBI BARRAMENTO,109.44,0,,109.44,1613.02,40
2022-06-05 00:30:00,UHE ITAPEBI BARRAMENTO,109.43,0,,109.43,1612.45,
2022-06-05 01:00:00,UHE ITAPEBI BARRAMENTO,109.44,0,,109.44,1613.02,42
2022-06-05 01:30:00,UHE ITAPEBI BARRAMENTO,109.44,0,,109.44,1613.02,
2022-06-05 02:00:00,UHE ITAPEBI BARRAMENTO,109.44,0,,109.44,1613.02,41
2022-06-05 02:30:00,UHE ITAPEBI BARRAMENTO,109.44,0,,109.44,1613.02,
2022-06-05 03:00:00,UHE ITAPEBI BARRAMENTO,109.44,0,,109.44,1613.02,39
2022-06-05 03:30:00,UHE ITAPEBI BARRAMENTO,109.44,0,,109.44,1613.02,
2022-06-05 04:00:00,UHE ITAPEBI BARRAMENTO,109.44,0,,109.44,1613.02,38
2022-06-05 04:30:00,UHE ITAPEBI BARRAMENTO,109.45,0,,109.45,1613.58,
2022-06-05 05:00:00,UHE ITAPEBI BARRAMENTO,109.44,0,,109.44,1613.02,41
2022-06-05 05:30:00,UHE ITAPEBI BARRAMENTO,109.44,0,,109.44,1613.02,
2022-06-05 06:00:00,UHE ITAPEBI BARRAMENTO,109.45,0,,109.45,1613.58,40
2022-06-05 06:30:00,UHE ITAPEBI BARRAMENTO,109.45,0,,109.45,1613.58,
2022-06-05 07:00:00,UHE ITAPEBI BARRAMENTO,109.44,0,,109.44,1613.02,39
2022-06-05 07:30:00,UHE ITAPEBI BARRAMENTO,109.45,0,,109.45,1613.58,
2022-06-05 08:00:00,UHE ITAPEBI BARRAMENTO,109.45,0,,109.45,1613.58,38
2022-06-05 08:30:00,UHE ITAPEBI BARRAMENTO,109.45,0,,109.45,1613.58,
2022-06-05 09:00:00,UHE ITAPEBI BARRAMENTO,109.46,0,,109.46,1614.14,39
2022-06-05 09:30:00,UHE ITAPEBI BARRAMENTO,109.46,0,,109.46,1614.14,
2022-06-05 10:00:00,UHE ITAPEBI BARRAMENTO,109.46,0,,109.46,1614.14,42
2022-06-05 10:30:00,UHE ITAPEBI BARRAMENTO,109.46,0,,109.46,1614.14,
2022-06-05 11:00:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,40
2022-06-05 11:30:00,UHE ITAPEBI BARRAMENTO,109.46,0,,109.46,1614.14,
2022-06-05 12:00:00,UHE ITAPEBI BARRAMENTO,109.46,0,,109.46,1614.14,40
2022-06-05 12:30:00,UHE ITAPEBI BARRAMENTO,109.46,0,,109.46,1614.14,
2022-06-05 13:00:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,39
2022-06-05 13:30:00,UHE ITAPEBI BARRAMENTO,109.46,0,,109.46,1614.14,
2022-06-06 09:00:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-06 09:30:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-06 10:00:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-06 10:30:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-06 11:00:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-06 11:30:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-06 12:00:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-06 12:30:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-06 13:00:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-06 13:30:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-06 14:00:00,UHE ARAÇUAI,0.72,0,24.91,,,
2022-06-06 14:30:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-06 15:00:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-06 15:30:00,UHE ARAÇUAI,0.71,0,24.27,,,
2022-06-06 16:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 16:30:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 17:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 17:30:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 18:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 19:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 19:30:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 20:00:00,UHE ARAÇUAI,0.7,0,23.63,,,
2022-06-06 20:30:00,UHE ARAÇUAI,0.69,0,23,,,
2022-06-05 14:00:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,38
2022-06-05 14:30:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,
2022-06-05 15:00:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,37
2022-06-05 15:30:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,
2022-06-05 16:00:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,39
2022-06-05 16:30:00,UHE ITAPEBI BARRAMENTO,109.46,0,,109.46,1614.14,
2022-06-05 17:00:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,41
2022-06-05 17:30:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,
2022-06-05 18:00:00,UHE ITAPEBI BARRAMENTO,109.46,0,,109.46,1614.14,126
2022-06-05 18:30:00,UHE ITAPEBI BARRAMENTO,109.46,0,,109.46,1614.14,
2022-06-05 19:00:00,UHE ITAPEBI BARRAMENTO,109.45,0,,109.45,1613.58,220
2022-06-05 19:30:00,UHE ITAPEBI BARRAMENTO,109.45,0,,109.45,1613.58,
2022-06-05 20:00:00,UHE ITAPEBI BARRAMENTO,109.44,0,,109.44,1613.02,243
2022-06-05 20:30:00,UHE ITAPEBI BARRAMENTO,109.44,0,,109.44,1613.02,
2022-06-05 21:00:00,UHE ITAPEBI BARRAMENTO,109.44,0,,109.44,1613.02,138
2022-06-05 21:30:00,UHE ITAPEBI BARRAMENTO,109.45,0,,109.45,1613.58,
2022-06-05 22:00:00,UHE ITAPEBI BARRAMENTO,109.44,0,,109.44,1613.02,42
2022-06-05 22:30:00,UHE ITAPEBI BARRAMENTO,109.45,0,,109.45,1613.58,
2022-06-05 23:00:00,UHE ITAPEBI BARRAMENTO,109.44,0,,109.44,1613.02,40
2022-06-05 23:30:00,UHE ITAPEBI BARRAMENTO,109.44,0,,109.44,1613.02,
2022-06-06 00:00:00,UHE ITAPEBI BARRAMENTO,109.44,0,,109.44,1613.02,38
2022-06-06 00:30:00,UHE ITAPEBI BARRAMENTO,109.45,0,,109.45,1613.58,
2022-06-06 01:00:00,UHE ITAPEBI BARRAMENTO,109.44,0,,109.44,1613.02,41
2022-06-06 01:30:00,UHE ITAPEBI BARRAMENTO,109.45,0,,109.45,1613.58,
2022-06-06 02:00:00,UHE ITAPEBI BARRAMENTO,109.45,0,,109.45,1613.58,40
2022-06-06 02:30:00,UHE ITAPEBI BARRAMENTO,109.44,0,,109.44,1613.02,
2022-06-06 03:00:00,UHE ITAPEBI BARRAMENTO,109.46,0,,109.46,1614.14,38
2022-06-06 03:30:00,UHE ITAPEBI BARRAMENTO,109.45,0,,109.45,1613.58,
2022-06-06 04:00:00,UHE ITAPEBI BARRAMENTO,109.46,0,,109.46,1614.14,38
2022-06-06 04:30:00,UHE ITAPEBI BARRAMENTO,109.45,0,,109.45,1613.58,
2022-06-06 05:00:00,UHE ITAPEBI BARRAMENTO,109.46,0,,109.46,1614.14,42
2022-06-06 05:30:00,UHE ITAPEBI BARRAMENTO,109.45,0,,109.45,1613.58,
2022-06-06 06:00:00,UHE ITAPEBI BARRAMENTO,109.46,0,,109.46,1614.14,42
2022-06-06 06:30:00,UHE ITAPEBI BARRAMENTO,109.46,0,,109.46,1614.14,
2022-06-06 07:00:00,UHE ITAPEBI BARRAMENTO,109.46,0,,109.46,1614.14,39
2022-06-06 07:30:00,UHE ITAPEBI BARRAMENTO,109.46,0,,109.46,1614.14,
2022-06-06 08:00:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,38
2022-06-04 21:30:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-04 22:00:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-04 22:30:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-04 23:00:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-04 23:30:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 00:00:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 00:30:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 01:00:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 01:30:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 02:00:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 02:30:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-06 09:00:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,38
2022-06-06 09:30:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,
2022-06-06 10:30:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,
2022-06-06 11:00:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,41
2022-06-06 11:30:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,
2022-06-06 12:00:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,39
2022-06-06 12:30:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,
2022-06-06 13:00:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,39
2022-06-06 13:30:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,
2022-06-06 14:00:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,38
2022-06-06 14:30:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,
2022-06-06 15:00:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,37
2022-06-06 15:30:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,
2022-06-06 16:00:00,UHE ITAPEBI BARRAMENTO,109.48,0,,109.48,1615.26,40
2022-06-06 16:30:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,
2022-06-06 17:00:00,UHE ITAPEBI BARRAMENTO,109.47,0,,109.47,1614.7,41
2022-06-06 17:30:00,UHE ITAPEBI BARRAMENTO,109.48,0,,109.48,1615.26,
2022-06-06 18:00:00,UHE ITAPEBI BARRAMENTO,109.48,0,,109.48,1615.26,41
2022-06-06 18:30:00,UHE ITAPEBI BARRAMENTO,109.48,0,,109.48,1615.26,
2022-06-06 19:00:00,UHE ITAPEBI BARRAMENTO,109.48,0,,109.48,1615.26,41
2022-06-06 19:30:00,UHE ITAPEBI BARRAMENTO,109.48,0,,109.48,1615.26,
2022-06-06 20:00:00,UHE ITAPEBI BARRAMENTO,109.48,0,,109.48,1615.26,40
2022-06-06 20:30:00,UHE ITAPEBI BARRAMENTO,109.48,0,,109.48,1615.26,
2022-06-06 21:00:00,UHE ITAPEBI BARRAMENTO,109.48,0,,109.48,1615.26,40
2022-06-05 03:00:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 03:30:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 04:00:00,UHE SALTO DA DIVISA,4.07,0,123.63,,,
2022-06-05 04:30:00,UHE SALTO DA DIVISA,4.07,0,123.63,,,
2022-06-05 05:00:00,UHE SALTO DA DIVISA,4.07,0,123.63,,,
2022-06-05 05:30:00,UHE SALTO DA DIVISA,4.07,0,123.63,,,
2022-06-05 06:00:00,UHE SALTO DA DIVISA,4.07,0,123.63,,,
2022-06-05 06:30:00,UHE SALTO DA DIVISA,4.07,0,123.63,,,
2022-06-05 07:00:00,UHE SALTO DA DIVISA,4.07,0,123.63,,,
2022-06-05 07:30:00,UHE SALTO DA DIVISA,4.07,0,123.63,,,
2022-06-05 08:00:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 08:30:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 09:00:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 09:30:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 10:00:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 10:30:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 11:00:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 11:30:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 12:00:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 12:30:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 13:00:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 13:30:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 14:00:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 14:30:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 15:00:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 15:30:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 16:00:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 16:30:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 17:00:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 17:30:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 18:00:00,UHE SALTO DA DIVISA,4.08,0,126.25,,,
2022-06-05 18:30:00,UHE SALTO DA DIVISA,4.07,0,123.63,,,
2022-06-05 19:00:00,UHE SALTO DA DIVISA,4.07,0,123.63,,,
